mode,season,route_id,route_name,dir_id,day_type_id,day_type_name,time_period_id,time_period_name,stop_name,parent_station,total_ons,total_offs,number_service_days,average_ons,average_offs,average_flow,ObjectId
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Airport,place-aport,1052,2567,71,15,36,82,1
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Government Center,place-gover,24222,51,71,341,1,365,2
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Stony Brook,place-sbmnl,6439,293,54,119,5,764,3
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Aquarium,place-aqucl,953,560,71,13,8,145,4
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Sullivan Square,place-sull,1085,6383,54,20,118,245,5
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Beachmont,place-bmmnl,320,894,71,5,13,30,6
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Tufts Medical Center,place-tumnl,2743,5716,54,51,106,790,7
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Bowdoin,place-bomnl,648,0,71,9,0,9,8
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_02,EARLY_AM,Wellington,place-welln,440,3284,54,8,61,106,9
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Government Center,place-gover,4145,81,71,58,1,66,10
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Maverick,place-mvbcl,1772,2761,71,25,39,108,11
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Assembly,place-astao,643,14684,54,12,272,466,12
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Back Bay,place-bbsta,34807,39572,54,645,733,4212,13
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Maverick,place-mvbcl,2111,18644,71,30,263,496,14
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Orient Heights,place-orhte,331,1050,71,5,15,45,15
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Revere Beach,place-rbmnl,78,591,71,1,8,17,16
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Orient Heights,place-orhte,428,8511,71,6,120,376,17
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Chinatown,place-chncl,5596,13793,54,104,255,3744,18
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Revere Beach,place-rbmnl,137,12504,71,2,176,123,19
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,State,place-state,5814,412,71,82,6,141,20
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Community College,place-ccmnl,1116,27289,54,21,505,987,21
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,State,place-state,15578,788,71,219,11,575,22
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Suffolk Downs,place-sdmnl,141,128,71,2,2,41,23
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Downtown Crossing,place-dwnxg,24220,72265,54,449,1338,2784,24
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Wonderland,place-wondl,0,1096,71,0,15,0,25
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Suffolk Downs,place-sdmnl,97,1495,71,1,21,388,26
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Forest Hills,place-forhl,121142,0,54,2243,0,2243,27
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Wonderland,place-wondl,0,8766,71,0,123,0,28
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Wood Island,place-wimnl,93,618,24,4,26,54,29
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Green Street,place-grnst,30055,1272,54,557,24,2784,30
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Airport,place-aport,2062,6581,71,29,93,176,31
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_09,NIGHT,Wood Island,place-wimnl,151,1773,24,6,74,364,32
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,State,place-state,11603,98614,71,163,1389,1549,33
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Beachmont,place-bmmnl,3620,35813,71,51,504,1251,34
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Orient Heights,place-orhte,31560,836,71,445,12,1739,35
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Wonderland,place-wondl,59033,0,16,3690,0,3690,36
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Green Street,place-grnst,17536,1134,54,325,21,1337,37
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Aquarium,place-aqucl,1830,1501,71,26,21,282,38
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Airport,place-aport,22728,58373,16,1421,3648,10382,39
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Haymarket,place-haecl,3348,15777,54,62,292,1940,40
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Beachmont,place-bmmnl,774,2581,71,11,36,101,41
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Aquarium,place-aqucl,44331,13747,16,2771,859,17656,42
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Haymarket,place-haecl,10040,16942,54,186,314,3285,43
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Jackson Square,place-jaksn,44766,2837,54,829,53,4163,44
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Bowdoin,place-bomnl,1750,0,71,25,0,25,45
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Beachmont,place-bmmnl,3263,35413,16,204,2213,5471,46
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Revere Beach,place-rbmnl,22822,164,71,321,2,933,47
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Suffolk Downs,place-sdmnl,4933,971,71,69,14,1123,48
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Malden Center,place-mlmnl,563,12990,54,10,241,94,49
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Jackson Square,place-jaksn,29371,4900,54,544,91,1927,50
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Government Center,place-gover,9371,168,71,132,2,153,51
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Bowdoin,place-bomnl,14960,0,16,935,0,935,52
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Government Center,place-gover,138936,849,16,8684,53,9565,53
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Maverick,place-mvbcl,24777,105360,16,1549,6585,12617,54
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Orient Heights,place-orhte,5745,40353,16,359,2522,7878,55
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Revere Beach,place-rbmnl,864,39415,16,54,2463,3065,56
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,State,place-state,105119,6198,16,6570,387,15745,57
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Suffolk Downs,place-sdmnl,879,7186,16,55,449,7483,58
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Wonderland,place-wondl,0,49039,16,0,3065,0,59
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Wood Island,place-wimnl,1032,6619,5,206,1324,8080,60
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Airport,place-aport,21629,44597,15,1442,2973,8454,61
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Aquarium,place-aqucl,30650,9312,15,2043,621,13878,62
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Beachmont,place-bmmnl,2625,25721,15,175,1715,4535,63
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Bowdoin,place-bomnl,11929,0,15,795,0,795,64
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Government Center,place-gover,102985,642,15,6866,43,7618,65
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Maverick,place-mvbcl,19740,78119,15,1316,5208,9986,66
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Orient Heights,place-orhte,5192,31706,15,346,2114,6378,67
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Revere Beach,place-rbmnl,704,31197,15,47,2080,2502,68
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,State,place-state,77524,4901,15,5168,327,12447,69
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Suffolk Downs,place-sdmnl,653,5207,15,44,347,6075,70
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Wonderland,place-wondl,0,37528,15,0,2502,0,71
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Wood Island,place-wimnl,837,5442,5,167,1088,6913,72
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Airport,place-aport,19210,4976,71,271,70,1151,73
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Aquarium,place-aqucl,232,6880,71,3,97,1222,74
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Beachmont,place-bmmnl,16367,384,71,231,5,734,75
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Bowdoin,place-bomnl,0,7925,71,0,112,0,76
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Government Center,place-gover,5,38045,71,0,536,123,77
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Maverick,place-mvbcl,26587,3215,71,374,45,1359,78
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Orient Heights,place-orhte,19459,510,71,274,7,958,79
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Revere Beach,place-rbmnl,17228,46,71,243,1,513,80
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Bowdoin,place-bomnl,30914,0,71,435,0,435,81
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Wood Island,place-wimnl,18133,3057,15,1209,204,10572,82
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,State,place-state,789,37997,71,11,535,673,83
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Suffolk Downs,place-sdmnl,3133,32,71,44,0,703,84
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Wonderland,place-wondl,22334,0,71,315,0,315,85
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Wood Island,place-wimnl,7584,924,71,107,13,892,86
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Airport,place-aport,33119,7852,71,466,111,2173,87
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Aquarium,place-aqucl,756,15971,71,11,225,2595,88
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Beachmont,place-bmmnl,23220,497,71,327,7,1228,89
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Bowdoin,place-bomnl,0,20799,71,0,293,0,90
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Government Center,place-gover,10,71915,71,0,1013,289,91
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Maverick,place-mvbcl,60211,7700,71,848,108,2973,92
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Massachusetts Avenue,place-masta,21372,16918,54,396,313,4315,93
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Airport,place-aport,60953,15900,15,4064,1060,11805,94
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Government Center,place-gover,126297,1410,71,1779,20,2182,95
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Maverick,place-mvbcl,4009,7234,71,56,102,248,96
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Malden Center,place-mlmnl,651,46701,54,12,865,589,97
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Orient Heights,place-orhte,1106,2625,71,16,37,129,98
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,North Station,place-north,12396,36734,54,230,680,1479,99
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Maverick,place-mvbcl,24501,105484,71,345,1486,3038,100
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Aquarium,place-aqucl,9625,31846,15,642,2123,13399,101
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,Revere Beach,place-rbmnl,247,2688,71,3,38,65,102
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,State,place-state,2705,86273,71,38,1215,1396,103
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Orient Heights,place-orhte,5072,44780,71,71,631,1891,104
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Oak Grove,place-ogmnl,0,5190,54,0,96,0,105
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Massachusetts Avenue,place-masta,22888,13666,54,424,253,3125,106
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,North Station,place-north,27641,34384,54,512,637,3118,107
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Wonderland,place-wondl,37236,0,71,524,0,524,108
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Oak Grove,place-ogmnl,0,31920,54,0,591,0,109
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Wood Island,place-wimnl,17243,3224,71,243,45,1467,110
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Roxbury Crossing,place-rcmnl,36842,5901,54,682,109,2495,111
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Airport,place-aport,33126,10712,71,467,151,1168,112
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Ruggles,place-rugg,29858,9253,54,553,171,2932,113
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Aquarium,place-aqucl,6518,11569,71,92,163,1392,114
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,State,place-state,33585,59279,54,622,1098,3472,115
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Beachmont,place-bmmnl,11276,3787,71,159,53,612,116
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Bowdoin,place-bomnl,0,6822,71,0,96,0,117
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Government Center,place-gover,79,51538,71,1,726,94,118
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Maverick,place-mvbcl,36270,18962,71,511,267,1444,119
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Orient Heights,place-orhte,15319,4941,71,216,70,792,120
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Revere Beach,place-rbmnl,12687,1173,71,179,17,496,121
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,State,place-state,6964,49014,71,98,690,808,122
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Suffolk Downs,place-sdmnl,2170,624,71,31,9,643,123
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Wonderland,place-wondl,24005,0,71,338,0,338,124
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_07,EVENING,Wood Island,place-wimnl,6475,2353,71,91,33,768,125
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Airport,place-aport,16486,4336,71,232,61,464,126
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Aquarium,place-aqucl,2515,2360,71,35,33,482,127
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Beachmont,place-bmmnl,3506,1489,71,49,21,184,128
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Bowdoin,place-bomnl,0,1761,71,0,25,0,129
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Government Center,place-gover,34,16283,71,0,229,25,130
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Maverick,place-mvbcl,8422,7675,71,119,108,480,131
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Orient Heights,place-orhte,4514,1757,71,64,25,241,132
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Revere Beach,place-rbmnl,4092,510,71,58,7,156,133
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,State,place-state,1804,18127,71,25,255,253,134
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Suffolk Downs,place-sdmnl,1290,176,71,18,2,200,135
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Wonderland,place-wondl,6775,0,71,95,0,95,136
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_08,LATE_EVENING,Wood Island,place-wimnl,2767,851,71,39,12,233,137
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Airport,place-aport,3521,1055,71,50,15,100,138
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Aquarium,place-aqucl,481,533,71,7,8,96,139
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Beachmont,place-bmmnl,630,307,71,9,4,41,140
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Bowdoin,place-bomnl,0,429,71,0,6,0,141
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Government Center,place-gover,11,3483,71,0,49,6,142
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Maverick,place-mvbcl,1487,1739,71,21,24,96,143
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Orient Heights,place-orhte,715,501,71,10,7,47,144
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Revere Beach,place-rbmnl,856,110,71,12,2,36,145
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Revere Beach,place-rbmnl,1242,35959,71,17,506,760,146
Heavy Rail,Fall 2023,Blue,Blue Line,EB,day_type_01,Weekday,time_period_02,EARLY_AM,State,place-state,11672,954,71,164,13,302,147
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Beachmont,place-bmmnl,22882,3217,15,1525,214,6025,148
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_02,EARLY_AM,Suffolk Downs,place-sdmnl,6216,95,71,88,1,1318,149
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Roxbury Crossing,place-rcmnl,25232,16297,54,467,302,4354,150
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,State,place-state,441,3416,71,6,48,54,151
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Suffolk Downs,place-sdmnl,240,41,71,3,1,44,152
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Wonderland,place-wondl,1784,0,71,25,0,25,153
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_09,NIGHT,Wood Island,place-wimnl,728,243,71,10,3,59,154
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Airport,place-aport,74390,18721,16,4649,1170,14709,155
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Aquarium,place-aqucl,13448,47492,16,841,2968,17082,156
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Beachmont,place-bmmnl,31676,4165,16,1980,260,7602,157
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Bowdoin,place-bomnl,0,14491,16,0,906,0,158
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Government Center,place-gover,8,147218,16,0,9201,906,159
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Maverick,place-mvbcl,101508,29380,16,6344,1836,19208,160
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Orient Heights,place-orhte,41324,5230,16,2583,327,10285,161
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Revere Beach,place-rbmnl,36213,1073,16,2263,67,5886,162
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,State,place-state,8620,120344,16,539,7522,10106,163
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Suffolk Downs,place-sdmnl,7769,949,16,486,59,8032,164
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Bowdoin,place-bomnl,0,11590,15,0,773,0,165
